record_Id,group,dataSetName,lon,lat,elev,archive,proxy,age,resolution,temperature,temperature_type,season,continent
Donvold.Nilssen.1983_1_36,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5321,156,-2.158571429,absolute,cold,1
Donvold.Nilssen.1983_1_37,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5642.49,156,-6.237142857,absolute,cold,1
Donvold.Nilssen.1983_1_38,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5985.68,156,-8.91,absolute,cold,1
Donvold.Nilssen.1983_1_40,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,6774.36,156,-7.712857143,absolute,cold,1
Donvold.Nilssen.1983_1_41,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,7155.77,156,-0.702857143,absolute,cold,1
Donvold.Nilssen.1983_1_42,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,7538.36,156,-5.932857143,absolute,cold,1
Donvold.Nilssen.1983_1_46,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,9103.1,156,-8.048571429,absolute,cold,1
Donvold.Nilssen.1983_1_47,Donvold.Nilssen.1983_1,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,9479.67,156,-2.394285714,absolute,cold,1
Donvold.Nilssen.1983_2_0,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,28,156,8.020714285,absolute,annual,1
Donvold.Nilssen.1983_2_1,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,113.45,156,8.018571428,absolute,annual,1
Donvold.Nilssen.1983_2_2,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,199.51,156,6.365000001,absolute,annual,1
Donvold.Nilssen.1983_2_3,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,286.63,156,9.511428573,absolute,annual,1
Donvold.Nilssen.1983_2_4,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,388.05,156,8.014999998,absolute,annual,1
Donvold.Nilssen.1983_2_5,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,492.1,156,6.577142857,absolute,annual,1
Donvold.Nilssen.1983_2_6,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,626.85,156,5.934285717,absolute,annual,1
Donvold.Nilssen.1983_2_7,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,739.2,156,6.575714284,absolute,annual,1
Donvold.Nilssen.1983_2_8,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,886.41,156,6.857142859,absolute,annual,1
Donvold.Nilssen.1983_2_9,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1042.36,156,5.280714287,absolute,annual,1
Donvold.Nilssen.1983_2_10,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1208.3,156,4.980000002,absolute,annual,1
Donvold.Nilssen.1983_2_11,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1384.06,156,3.447142856,absolute,annual,1
Donvold.Nilssen.1983_2_12,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1566.99,156,5.196428574,absolute,annual,1
Donvold.Nilssen.1983_2_13,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1754.18,156,5.842857144,absolute,annual,1
Donvold.Nilssen.1983_2_14,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,1905.07,156,5.813571427,absolute,annual,1
Donvold.Nilssen.1983_2_15,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2092.67,156,8.018571428,absolute,annual,1
Donvold.Nilssen.1983_2_16,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2240.14,156,0.821428571,absolute,annual,1
Donvold.Nilssen.1983_2_17,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2383.69,156,4.794285716,absolute,annual,1
Donvold.Nilssen.1983_2_18,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2504.9,156,4.05714286,absolute,annual,1
Donvold.Nilssen.1983_2_19,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2637.09,156,1.197142857,absolute,annual,1
Donvold.Nilssen.1983_2_20,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2731.28,156,1.131428574,absolute,annual,1
Donvold.Nilssen.1983_2_21,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,2867.51,156,1.00357143,absolute,annual,1
Donvold.Nilssen.1983_2_22,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3002.95,156,0.47642857,absolute,annual,1
Donvold.Nilssen.1983_2_23,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3111.53,156,0.737142855,absolute,annual,1
Donvold.Nilssen.1983_2_24,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3243,156,6.672857141,absolute,annual,1
Donvold.Nilssen.1983_2_25,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3386.32,156,3.685714287,absolute,annual,1
Donvold.Nilssen.1983_2_26,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3545.64,156,0.72357143,absolute,annual,1
Donvold.Nilssen.1983_2_27,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3701.46,156,0.649285715,absolute,annual,1
Donvold.Nilssen.1983_2_28,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,3902.02,156,2.044285717,absolute,annual,1
Donvold.Nilssen.1983_2_29,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4129.68,156,1.065714285,absolute,annual,1
Donvold.Nilssen.1983_2_30,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4222.21,156,3.432857145,absolute,annual,1
Donvold.Nilssen.1983_2_31,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4385.16,156,3.927142859,absolute,annual,1
Donvold.Nilssen.1983_2_32,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4453.41,156,6.237857141,absolute,annual,1
Donvold.Nilssen.1983_2_33,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4595.18,156,7.137142856,absolute,annual,1
Donvold.Nilssen.1983_2_34,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,4744.02,156,8.018571428,absolute,annual,1
Donvold.Nilssen.1983_2_35,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5021.56,156,3.956428572,absolute,annual,1
Donvold.Nilssen.1983_2_36,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5321,156,5.319285716,absolute,annual,1
Donvold.Nilssen.1983_2_37,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5642.49,156,2.134285717,absolute,annual,1
Donvold.Nilssen.1983_2_38,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,5985.68,156,1.00357143,absolute,annual,1
Donvold.Nilssen.1983_2_39,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,6399.43,156,0.44857143,absolute,annual,1
Donvold.Nilssen.1983_2_40,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,6774.36,156,1.388571429,absolute,annual,1
Donvold.Nilssen.1983_2_41,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,7155.77,156,5.767857144,absolute,annual,1
Donvold.Nilssen.1983_2_42,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,7538.36,156,3.876428574,absolute,annual,1
Donvold.Nilssen.1983_2_43,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,7972.37,156,-0.87357143,absolute,annual,1
Donvold.Nilssen.1983_2_44,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,8349.88,156,-0.41,absolute,annual,1
Donvold.Nilssen.1983_2_45,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,8726.53,156,-0.047857145,absolute,annual,1
Donvold.Nilssen.1983_2_46,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,9103.1,156,1.289285716,absolute,annual,1
Donvold.Nilssen.1983_2_47,Donvold.Nilssen.1983_2,Donvold.Nilssen.1983,13.58,68.13,10,Peat,pollen,9479.67,156,6.603571428,absolute,annual,1
Lyadhej-To.Andreev.2005_0_0,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,68.889,172,8.15,absolute,warm,1
Lyadhej-To.Andreev.2005_0_1,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,344.444,172,9.168,absolute,warm,1
Lyadhej-To.Andreev.2005_0_2,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,620,172,8.405,absolute,warm,1
Lyadhej-To.Andreev.2005_0_3,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,834.444,172,9.206,absolute,warm,1
Lyadhej-To.Andreev.2005_0_4,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,963.111,172,8.388,absolute,warm,1
Lyadhej-To.Andreev.2005_0_5,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1134.667,172,7.997,absolute,warm,1
Lyadhej-To.Andreev.2005_0_6,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1349.111,172,8.724,absolute,warm,1
Lyadhej-To.Andreev.2005_0_7,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1520.667,172,8.477,absolute,warm,1
Lyadhej-To.Andreev.2005_0_8,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1649.333,172,8.463,absolute,warm,1
Lyadhej-To.Andreev.2005_0_9,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1863.778,172,8.751,absolute,warm,1
Lyadhej-To.Andreev.2005_0_10,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,1992.444,172,8.699,absolute,warm,1
Lyadhej-To.Andreev.2005_0_11,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,2292.667,172,8.542,absolute,warm,1
Lyadhej-To.Andreev.2005_0_12,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,2464.222,172,8.895,absolute,warm,1
Lyadhej-To.Andreev.2005_0_13,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,2940.588,172,9.164,absolute,warm,1
Lyadhej-To.Andreev.2005_0_14,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,3266.078,172,8.608,absolute,warm,1
Lyadhej-To.Andreev.2005_0_15,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,3461.373,172,8.678,absolute,warm,1
Lyadhej-To.Andreev.2005_0_16,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,3721.765,172,9.973,absolute,warm,1
Lyadhej-To.Andreev.2005_0_17,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,4112.353,172,9.093,absolute,warm,1
Lyadhej-To.Andreev.2005_0_18,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,4242.549,172,8.024,absolute,warm,1
Lyadhej-To.Andreev.2005_0_19,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,4633.137,172,8.476,absolute,warm,1
Lyadhej-To.Andreev.2005_0_20,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,4893.529,172,8.877,absolute,warm,1
Lyadhej-To.Andreev.2005_0_21,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,5088.824,172,9.765,absolute,warm,1
Lyadhej-To.Andreev.2005_0_22,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,5414.314,172,9.201,absolute,warm,1
Lyadhej-To.Andreev.2005_0_23,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,5674.706,172,8.466,absolute,warm,1
Lyadhej-To.Andreev.2005_0_24,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,5974.694,172,9.579,absolute,warm,1
Lyadhej-To.Andreev.2005_0_25,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6184.082,172,10.154,absolute,warm,1
Lyadhej-To.Andreev.2005_0_26,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6323.673,172,10.449,absolute,warm,1
Lyadhej-To.Andreev.2005_0_27,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6498.163,172,9.569,absolute,warm,1
Lyadhej-To.Andreev.2005_0_28,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6672.653,172,8.867,absolute,warm,1
Lyadhej-To.Andreev.2005_0_29,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6812.245,172,9.49,absolute,warm,1
Lyadhej-To.Andreev.2005_0_30,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,6951.837,172,9.521,absolute,warm,1
Lyadhej-To.Andreev.2005_0_31,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,7231.021,172,9.516,absolute,warm,1
Lyadhej-To.Andreev.2005_0_32,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,7370.612,172,9.684,absolute,warm,1
Lyadhej-To.Andreev.2005_0_33,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,7510.204,172,10.368,absolute,warm,1
Lyadhej-To.Andreev.2005_0_34,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,7696.4,172,9.8,absolute,warm,1
Lyadhej-To.Andreev.2005_0_35,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,7890.4,172,10.601,absolute,warm,1
Lyadhej-To.Andreev.2005_0_36,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,8123.2,172,9.507,absolute,warm,1
Lyadhej-To.Andreev.2005_0_37,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,8433.6,172,10.041,absolute,warm,1
Lyadhej-To.Andreev.2005_0_38,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,8588.8,172,10.794,absolute,warm,1
Lyadhej-To.Andreev.2005_0_39,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,8821.6,172,10.654,absolute,warm,1
Lyadhej-To.Andreev.2005_0_40,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,8976.8,172,11.276,absolute,warm,1
Lyadhej-To.Andreev.2005_0_41,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9132,172,10.565,absolute,warm,1
Lyadhej-To.Andreev.2005_0_42,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9364.8,172,10.904,absolute,warm,1
Lyadhej-To.Andreev.2005_0_43,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9592.941,172,11.163,absolute,warm,1
Lyadhej-To.Andreev.2005_0_44,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9665.883,172,11.419,absolute,warm,1
Lyadhej-To.Andreev.2005_0_45,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9811.765,172,11.427,absolute,warm,1
Lyadhej-To.Andreev.2005_0_46,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,9957.647,172,11.63,absolute,warm,1
Lyadhej-To.Andreev.2005_0_47,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10030.588,172,11.272,absolute,warm,1
Lyadhej-To.Andreev.2005_0_48,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10103.529,172,11.151,absolute,warm,1
Lyadhej-To.Andreev.2005_0_49,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10212.941,172,11.893,absolute,warm,1
Lyadhej-To.Andreev.2005_0_50,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10340.588,172,9.691,absolute,warm,1
Lyadhej-To.Andreev.2005_0_51,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10477.097,172,11.602,absolute,warm,1
Lyadhej-To.Andreev.2005_0_52,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10549.354,172,11.669,absolute,warm,1
Lyadhej-To.Andreev.2005_0_53,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10563.549,172,11.638,absolute,warm,1
Lyadhej-To.Andreev.2005_0_54,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10571.29,172,12.461,absolute,warm,1
Lyadhej-To.Andreev.2005_0_55,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10625.483,172,11.909,absolute,warm,1
Lyadhej-To.Andreev.2005_0_56,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10675.161,172,10.387,absolute,warm,1
Lyadhej-To.Andreev.2005_0_57,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10715.807,172,9.212,absolute,warm,1
Lyadhej-To.Andreev.2005_0_58,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10756.451,172,11.265,absolute,warm,1
Lyadhej-To.Andreev.2005_0_59,Lyadhej-To.Andreev.2005_0,Lyadhej-To.Andreev.2005,65.8,68.26,150,Lake sediment,pollen,10788.064,172,10.02,absolute,warm,1
SaintThomas.Voeltzel.1987_0_0,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,152.24,64,9.470714288,absolute,annual,1
SaintThomas.Voeltzel.1987_0_1,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,216.32,64,10.20285715,absolute,annual,1
SaintThomas.Voeltzel.1987_0_2,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,280.4,64,10.35142857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_3,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,344.48,64,9.013571427,absolute,annual,1
SaintThomas.Voeltzel.1987_0_4,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,408.57,64,9.783571427,absolute,annual,1
SaintThomas.Voeltzel.1987_0_5,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,472.65,64,7.576428573,absolute,annual,1
SaintThomas.Voeltzel.1987_0_6,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,536.73,64,7.540714288,absolute,annual,1
SaintThomas.Voeltzel.1987_0_7,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,600.81,64,8.080714287,absolute,annual,1
SaintThomas.Voeltzel.1987_0_8,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,664.89,64,8.237857145,absolute,annual,1
SaintThomas.Voeltzel.1987_0_9,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,728.97,64,8.116428573,absolute,annual,1
SaintThomas.Voeltzel.1987_0_10,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,793.05,64,8.265714288,absolute,annual,1
SaintThomas.Voeltzel.1987_0_11,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,857.13,64,8.627857142,absolute,annual,1
SaintThomas.Voeltzel.1987_0_12,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,921.21,64,8.389285713,absolute,annual,1
SaintThomas.Voeltzel.1987_0_13,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,985.29,64,8.174285715,absolute,annual,1
SaintThomas.Voeltzel.1987_0_14,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1049.37,64,11.15642857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_15,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1113.45,64,9.010000002,absolute,annual,1
SaintThomas.Voeltzel.1987_0_16,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1177.54,64,8.575714286,absolute,annual,1
SaintThomas.Voeltzel.1987_0_17,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1241.62,64,9.93357143,absolute,annual,1
SaintThomas.Voeltzel.1987_0_18,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1305.7,64,8.42,absolute,annual,1
SaintThomas.Voeltzel.1987_0_19,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1369.78,64,12.66642857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_20,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1433.86,64,10.37571428,absolute,annual,1
SaintThomas.Voeltzel.1987_0_21,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1497.94,64,8.293571429,absolute,annual,1
SaintThomas.Voeltzel.1987_0_22,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1562.02,64,8.272142857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_23,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1626.1,64,7.57142857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_24,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1690.18,64,8.309285713,absolute,annual,1
SaintThomas.Voeltzel.1987_0_25,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1754.26,64,8.085,absolute,annual,1
SaintThomas.Voeltzel.1987_0_26,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1818.34,64,8.293571427,absolute,annual,1
SaintThomas.Voeltzel.1987_0_27,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,1922.79,64,8.09142857,absolute,annual,1
SaintThomas.Voeltzel.1987_0_28,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,2054.14,64,7.475714287,absolute,annual,1
SaintThomas.Voeltzel.1987_0_29,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,2185.49,64,7.475714287,absolute,annual,1
SaintThomas.Voeltzel.1987_0_30,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,2316.84,64,8.082142855,absolute,annual,1
SaintThomas.Voeltzel.1987_0_31,SaintThomas.Voeltzel.1987_0,SaintThomas.Voeltzel.1987,-1.75,47.27,1,Peat,pollen,2448.19,64,9.17142857,absolute,annual,1
